"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2346","Interact with button inside Shadow DOM","chromium","Wed Apr 29 16:15:29 UTC 2026","passed","Wed Apr 29 16:15:31 UTC 2026","","shadow-dom.spec.ts","",""
"","2","shadow DOM interaction demo","chromium","Wed Apr 29 16:15:28 UTC 2026","skipped","Wed Apr 29 16:15:28 UTC 2026","","shadow-dom.spec.ts","",""
