"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4","should navigate to the homepage and click the label","chromium","Wed May 13 14:33:21 UTC 2026","failed","Wed May 13 14:33:21 UTC 2026","Homepage","Authencity.spec.ts","",""
