"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2521","Interact with button inside Shadow DOM","chromium","Tue Apr 07 16:47:26 UTC 2026","passed","Tue Apr 07 16:47:29 UTC 2026","","shadow-dom.spec.ts","",""
"","2","shadow DOM interaction demo","chromium","Tue Apr 07 16:47:26 UTC 2026","skipped","Tue Apr 07 16:47:26 UTC 2026","","shadow-dom.spec.ts","",""
